TF	target	importance	cc	TF_type	target_type	targetN
ADP	Solyc07g042680.3	47.86547748043344	1	energy	gene	103
ADP	Solyc04g026030.3	43.22714402178666	1	energy	gene	103
ADP	Solyc01g005560.3	35.34671636220141	1	energy	gene	103
ADP	Solyc12g098950.2	37.53442631222627	1	energy	gene	103
ADP	Solyc05g053300.3	35.96108520674254	1	energy	gene	103
ADP	Solyc05g014370.3	38.51184800576552	1	energy	gene	103
ADP	Solyc06g054580.4	36.52825892811708	1	energy	gene	103
ADP	Solyc08g067100.2	35.747410375183115	1	energy	gene	103
ADP	Solyc05g050110.3	41.21497352252163	1	energy	gene	103
ADP	Solyc12g014610.2	36.87050390352315	1	energy	TF	103
ADP	Solyc11g070140.2	35.28485193388037	1	energy	gene	103
ADP	Solyc07g049320.4	39.42913042394649	1	energy	gene	103
ADP	Solyc01g068290.4	35.280386715282205	1	energy	gene	103
Lysine	Solyc07g048090.2	41.98139141432916	1	energy	gene	105
Lysine	Solyc03g082660.3	37.84934701889331	1	energy	gene	105
Lysine	L-Tyrosine	55.1382663848649	1	energy	energy	105
Lysine	Solyc08g079550.1	61.32223587614618	1	energy	gene	105
Lysine	Solyc03g117280.4	41.26282051501291	1	energy	gene	105
Lysine	Solyc01g079350.3	56.57781269358585	1	energy	gene	105
Lysine	Solyc01g110290.3	41.7014687099397	1	energy	gene	105
Lysine	Solyc05g005560.4	42.42706577724805	1	energy	gene	105
Lysine	Solyc02g093160.3	41.97099691025919	1	energy	gene	105
Lysine	Solyc08g078900.1	43.440530078801096	1	energy	gene	105
Lysine	Solyc01g079810.4	37.67848377478429	1	energy	gene	105
Lysine	Solyc11g005150.3	37.945223555629205	1	energy	gene	105
Lysine	Solyc04g011400.3	35.4778705859393	1	energy	gene	105
Lysine	Solyc04g054810.3	42.14081997420003	1	energy	gene	105
Lysine	Solyc05g005190.3	43.2183826419496	1	energy	gene	105
Lysine	Solyc01g088760.4	43.73738708215666	1	energy	gene	105
Lysine	Solyc08g080390.3	37.1305912318993	1	energy	gene	105
Lysine	Solyc05g054490.3	41.771644491665846	1	energy	gene	105
Lysine	Solyc09g030450.3	54.5867193914435	1	energy	gene	105
Lysine	Solyc07g055950.3	39.03934525127102	1	energy	gene	105
Lysine	Solyc12g098310.2	36.89983574433983	1	energy	gene	105
Lysine	Solyc01g006820.2	38.895023336925	1	energy	gene	105
Lysine	Solyc04g005160.3	39.00995881233364	1	energy	gene	105
Lysine	Solyc07g061940.4	38.67431221046598	1	energy	gene	105
Lysine	Solyc07g053760.4	35.158715444634595	1	energy	gene	105
Lysine	Solyc08g066530.4	36.890406227280856	1	energy	gene	105
Lysine	Solyc02g088690.4	35.14964014062008	1	energy	gene	105
Lysine	Solyc08g074480.1	58.77593385838597	1	energy	gene	105
Lysine	Solyc12g013690.2	37.17958261252485	1	energy	gene	105
Lysine	Solyc04g063230.3	42.54319914649181	1	energy	gene	105
Lysine	Solyc07g062130.3	44.13479192421651	1	energy	gene	105
Lysine	Solyc07g055740.1	41.42596240329504	1	energy	gene	105
Lysine	Solyc02g065170.3	35.43887936965162	1	energy	gene	105
Lysine	Solyc02g092840.1	38.85149703292139	1	energy	gene	105
Lysine	Solyc10g007960.1	37.91573543919115	1	energy	gene	105
Lysine	Solyc09g056360.3	37.27412550797171	1	energy	gene	105
Lysine	Solyc07g052510.4	43.00807191543923	1	energy	gene	105
Lysine	Solyc10g011820.4	41.89246537855989	1	energy	gene	105
Lysine	Solyc03g121180.4	38.839303167760086	1	energy	gene	105
Lysine	Beta-Leucine	37.0152961686819	1	energy	energy	105
Lysine	Solyc08g076010.4	42.77156159399444	1	energy	TF	105
Lysine	Solyc03g121620.1	35.386876765448456	1	energy	gene	105
Lysine	Solyc08g042100.3	37.85346072363358	1	energy	gene	105
Lysine	novel.1037	40.65770883923733	1	energy	gene	105
Lysine	Solyc03g025230.3	37.202714537906445	1	energy	gene	105
Lysine	Solyc01g112080.3	42.75045363324292	1	energy	gene	105
Lysine	Phosphorylethanolamine	43.839340455188974	1	energy	energy	105
Lysine	Solyc08g082310.3	37.011477698161286	1	energy	gene	105
Lysine	Solyc01g103760.3	35.315594670115416	1	energy	gene	105
Lysine	Solyc06g062580.3	41.3020922356848	1	energy	gene	105
Lysine	Solyc08g080470.3	37.98881658213255	1	energy	gene	105
Lysine	Solyc11g066720.3	37.64836421868108	1	energy	gene	105
Lysine	Solyc03g115650.4	42.72690056597382	1	energy	gene	105
Lysine	Solyc07g056540.3	41.43423811626781	1	energy	gene	105
Lysine	Solyc07g018240.1	37.7096698150916	1	energy	gene	105
Lysine	Solyc05g013310.1	37.31352664228449	1	energy	gene	105
Lysine	Solyc02g088630.4	38.99256137021629	1	energy	gene	105
Lysine	Solyc09g075210.3	35.459072434198504	1	energy	gene	105
Lysine	Solyc01g010060.2	38.742934404828254	1	energy	gene	105
Lysine	Solyc11g007900.3	38.670485800103314	1	energy	gene	105
Lysine	Solyc02g090940.3	44.09132438912605	1	energy	gene	105
Lysine	Solyc06g053450.4	37.34105920070683	1	energy	gene	105
Lysine	Solyc03g019890.3	35.29179249279699	1	energy	gene	105
Lysine	Solyc11g008870.2	37.47464377271904	1	energy	gene	105
Lysine	L-Serine	41.373267124238254	1	energy	energy	105
Lysine	Solyc03g123720.4	36.65108023031625	1	energy	gene	105
Lysine	Solyc03g006430.3	47.87662858695796	1	energy	gene	105
Lysine	Solyc08g066750.3	39.81466662746784	1	energy	gene	105
Lysine	Solyc05g051240.1	36.17521605822793	1	energy	gene	105
Lysine	Solyc04g016480.3	38.50504941882015	1	energy	gene	105
Lysine	Solyc04g078740.2	36.17995097086199	1	energy	gene	105
Lysine	Solyc06g071570.3	36.69444616841141	1	energy	gene	105
Lysine	Solyc10g081010.3	36.378451682348505	1	energy	gene	105
Lysine	Solyc04g072850.4	38.50001108314556	1	energy	gene	105
Lysine	Solyc06g066800.2	36.51765906424289	1	energy	gene	105
Lysine	Solyc09g007750.4	35.52404188328196	1	energy	gene	105
Lysine	Solyc05g012380.3	52.902285961536265	1	energy	gene	105
Lysine	Solyc02g065765.1	53.529093901004345	1	energy	gene	105
Lysine	Solyc08g006890.3	49.60602973059121	1	energy	gene	105
Lysine	Solyc10g086690.3	47.294946981942346	1	energy	gene	105
Lysine	Solyc01g109250.2	50.95198383115616	1	energy	gene	105
Lysine	Solyc02g064680.4	35.570037657229605	1	energy	gene	105
Lysine	Solyc02g092580.3	47.270780222716	1	energy	gene	105
Lysine	Solyc01g087210.3	49.849697882272686	1	energy	gene	105
Lysine	Solyc11g011020.2	53.22386055086489	1	energy	gene	105
Lysine	Solyc05g009390.3	40.22035953657112	1	energy	gene	105
Lysine	Solyc02g071120.3	50.71217551745542	1	energy	gene	105
Lysine	Solyc02g080620.3	45.203240593460016	1	energy	gene	105
Lysine	Solyc04g008150.3	39.97360141423994	1	energy	gene	105
Lysine	Solyc02g082260.3	38.406206564661225	1	energy	gene	105
Lysine	Solyc12g010390.2	46.10206816054136	1	energy	gene	105
Lysine	Solyc09g008060.4	38.20218749950256	1	energy	gene	105
Lysine	Solyc07g045440.1	48.850097599777015	1	energy	gene	105
Lysine	Solyc09g075690.1	48.47003830287053	1	energy	gene	105
Lysine	Solyc08g007820.1	45.58566195103131	1	energy	TF	105
Lysine	Solyc02g085920.3	39.7434137747408	1	energy	gene	105
Lysine	Solyc04g082140.3	52.32975493839362	1	energy	gene	105
Lysine	Solyc08g079090.4	44.55758427043563	1	energy	gene	105
Lysine	Solyc11g006250.2	36.60796407957304	1	energy	gene	105
Lysine	Solyc07g007410.4	38.17005010627278	1	energy	gene	105
Lysine	Solyc08g007805.1	36.857975654038135	1	energy	gene	105
Lysine	Solyc01g091640.3	36.68256455780254	1	energy	gene	105
Lysine	Solyc01g097000.3	35.66577564588192	1	energy	gene	105
Lysine	Solyc02g093310.3	45.501776634949536	1	energy	gene	105
Lysine	Solyc05g054590.4	36.15132278523655	1	energy	gene	105
Citric-acid	Solyc02g082490.4	36.64414219618772	1	energy	gene	122
Citric-acid	Solyc01g107650.3	38.2679555462256	1	energy	gene	122
Citric-acid	Solyc10g085680.2	37.30424649486334	1	energy	gene	122
Citric-acid	Solyc11g066120.3	42.55998313459431	1	energy	gene	122
Citric-acid	Solyc08g081780.1	45.75401174679641	1	energy	gene	122
Citric-acid	Solyc09g091580.3	46.51303016838848	1	energy	gene	122
Citric-acid	Solyc01g088590.5	37.29923016712237	1	energy	gene	122
Citric-acid	Solyc08g080090.3	37.29890277932572	1	energy	gene	122
Citric-acid	Solyc08g076290.3	40.21875995249538	1	energy	gene	122
Citric-acid	Solyc08g065220.3	46.63870425876582	1	energy	gene	122
Citric-acid	Solyc06g073260.3	40.01123034528068	1	energy	gene	122
Citric-acid	Solyc01g091920.2	46.12332952000902	1	energy	gene	122
Citric-acid	Solyc04g080260.4	37.86683514228633	1	energy	gene	122
Citric-acid	Solyc09g011080.3	37.29652724382288	1	energy	gene	122
Citric-acid	Solyc04g054500.3	46.0955426023709	1	energy	gene	122
Citric-acid	Solyc04g014470.3	43.0901900746813	1	energy	TF	122
Citric-acid	Solyc05g056430.3	36.586748625515455	1	energy	gene	122
Citric-acid	Solyc01g087140.4	36.59098162569875	1	energy	gene	122
Citric-acid	Solyc02g084790.3	43.21640915130726	1	energy	gene	122
Citric-acid	Solyc06g060340.3	38.658790490174994	1	energy	gene	122
Citric-acid	Solyc05g052360.2	42.83595983193987	1	energy	gene	122
Citric-acid	Solyc06g075640.2	38.62804140707088	1	energy	gene	122
Citric-acid	Solyc07g065060.1	60.264005440242926	1	energy	gene	122
Citric-acid	novel.3375	35.80687394926964	1	energy	gene	122
Citric-acid	Solyc01g100490.4	43.29960414327603	1	energy	gene	122
Citric-acid	Solyc03g083770.1	57.21123834145312	1	energy	gene	122
Citric-acid	Solyc05g005480.2	42.78742931289063	1	energy	gene	122
Citric-acid	Solyc01g009370.2	38.21719451930947	1	energy	gene	122
Citric-acid	Solyc10g085030.1	38.64159997153508	1	energy	gene	122
Citric-acid	Solyc06g005910.4	42.746450321193386	1	energy	gene	122
Citric-acid	Solyc06g060770.3	39.4872579436924	1	energy	gene	122
Citric-acid	Solyc02g071310.3	35.24370703047834	1	energy	gene	122
Citric-acid	Solyc11g066970.3	35.82492958285491	1	energy	gene	122
Citric-acid	Solyc07g008280.4	39.6374029613978	1	energy	gene	122
Citric-acid	Solyc07g054840.4	36.16067663372386	1	energy	TF	122
Citric-acid	Solyc09g090570.2	37.55441634401687	1	energy	gene	122
Citric-acid	Solyc04g015560.4	48.11695710179485	1	energy	gene	122
Citric-acid	Solyc03g078770.3	41.26901817638234	1	energy	gene	122
Citric-acid	Solyc01g110360.3	39.64596878435349	1	energy	gene	122
Citric-acid	Solyc12g087840.1	38.412631576876606	1	energy	gene	122
Citric-acid	Solyc06g072230.1	39.66360065588146	1	energy	gene	122
Citric-acid	Solyc03g115380.3	41.2889978036487	1	energy	gene	122
Citric-acid	Solyc11g071550.2	37.70263174939178	1	energy	gene	122
Citric-acid	Solyc04g071500.4	35.04724327224187	1	energy	gene	122
Citric-acid	Solyc01g009080.4	38.765890920493945	1	energy	gene	122
Citric-acid	Solyc09g090970.4	41.48310843607198	1	energy	gene	122
Citric-acid	Solyc06g069290.3	48.39757581081454	1	energy	gene	122
Citric-acid	Solyc05g008895.1	48.43094532833018	1	energy	gene	122
Citric-acid	Solyc09g009700.4	41.30519445554702	1	energy	gene	122
Citric-acid	Solyc05g012020.4	49.15209444967184	1	energy	TF	122
Citric-acid	Solyc10g044520.3	41.4176899958506	1	energy	gene	122
Citric-acid	Solyc11g066490.1	35.01583776695418	1	energy	gene	122
Citric-acid	Solyc02g062610.3	39.72743695089914	1	energy	gene	122
Citric-acid	Solyc05g010180.4	48.89198331720719	1	energy	gene	122
Citric-acid	Solyc09g065430.4	36.1759219074465	1	energy	gene	122
Citric-acid	Solyc05g006500.4	42.506140141957	1	energy	gene	122
Citric-acid	Solyc01g094890.4	39.82723495971387	1	energy	gene	122
Citric-acid	Solyc02g084600.4	36.20073429737001	1	energy	gene	122
Citric-acid	Solyc04g040190.1	46.911466208885926	1	energy	gene	122
Citric-acid	Solyc01g102610.3	42.357544004203305	1	energy	gene	122
Citric-acid	Solyc11g011650.1	37.816548989128165	1	energy	gene	122
Citric-acid	Solyc03g117600.3	42.34054807252917	1	energy	gene	122
Citric-acid	Solyc11g008250.2	46.93517764048071	1	energy	gene	122
Citric-acid	Solyc02g089930.4	38.87984310889327	1	energy	TR	122
Citric-acid	Solyc06g060170.3	47.213933421993104	1	energy	gene	122
Citric-acid	Solyc03g093140.3	47.23550878214838	1	energy	gene	122
Citric-acid	Solyc01g094910.3	64.12664599095437	1	energy	gene	122
Citric-acid	Solyc07g009130.4	36.2624041162473	1	energy	gene	122
Citric-acid	Solyc09g092020.4	42.07888490011538	1	energy	gene	122
Citric-acid	Solyc11g072890.1	38.34473009400207	1	energy	gene	122
Citric-acid	Solyc06g083750.3	37.73806758372093	1	energy	gene	122
Citric-acid	Solyc02g061760.4	37.46567364588896	1	energy	gene	122
Citric-acid	Solyc03g005200.3	39.84433441565606	1	energy	gene	122
Citric-acid	Solyc01g107790.2	39.83490728633687	1	energy	gene	122
Citric-acid	Solyc09g005400.3	41.150832014358784	1	energy	gene	122
Citric-acid	Solyc12g005720.1	41.180828011020274	1	energy	gene	122
Citric-acid	Solyc02g085950.4	36.22185670129192	1	energy	gene	122
Citric-acid	Solyc07g055560.4	36.21178167901378	1	energy	gene	122
Citric-acid	Solyc09g008380.3	39.61316839616091	1	energy	gene	122
Citric-acid	Solyc10g084240.3	38.40372026483575	1	energy	gene	122
Citric-acid	Solyc06g065870.3	50.14988993177144	1	energy	gene	122
Citric-acid	Solyc01g087440.3	39.21221558671982	1	energy	gene	122
Citric-acid	Solyc12g044420.1	35.477707182817504	1	energy	gene	122
Citric-acid	Solyc02g086820.3	54.761326975201634	1	energy	gene	122
Citric-acid	Solyc05g052370.3	44.31540751411664	1	energy	gene	122
Citric-acid	Solyc12g088760.1	43.51249043735832	1	energy	gene	122
Citric-acid	Solyc06g072710.3	40.349014574474175	1	energy	gene	122
Citric-acid	Solyc07g062300.3	43.90062184046951	1	energy	gene	122
Citric-acid	Solyc05g014250.3	43.73760193458609	1	energy	gene	122
Citric-acid	Solyc08g041700.1	36.73371955862485	1	energy	gene	122
Citric-acid	Solyc03g007030.3	38.12961316551327	1	energy	gene	122
Citric-acid	Solyc05g005150.1	38.01859968443983	1	energy	gene	122
Citric-acid	Solyc03g114450.3	37.08144253225738	1	energy	gene	122
Citric-acid	Solyc08g074270.4	35.45163973081697	1	energy	gene	122
Citric-acid	Solyc02g093720.3	39.054381189450666	1	energy	gene	122
Citric-acid	Solyc02g069690.1	43.66333082033717	1	energy	gene	122
Citric-acid	Solyc06g054060.1	38.08296761761117	1	energy	gene	122
Citric-acid	Solyc01g079150.4	56.22759717855521	1	energy	gene	122
Citric-acid	Solyc02g063170.3	37.06570121486738	1	energy	gene	122
Citric-acid	Solyc01g087150.3	38.10015532511968	1	energy	gene	122
Citric-acid	Solyc09g018490.4	37.98956338353135	1	energy	gene	122
Citric-acid	Solyc02g014460.4	36.795412432746296	1	energy	gene	122
Citric-acid	Solyc10g081560.3	40.704715967715465	1	energy	gene	122
Citric-acid	Solyc01g006720.4	35.45991433094148	1	energy	gene	122
Citric-acid	Solyc05g051850.3	53.17210205344379	1	energy	gene	122
Citric-acid	Solyc07g055270.1	37.07140294516695	1	energy	gene	122
Citric-acid	Phosphorylethanolamine	38.55276331031121	1	energy	energy	122
Citric-acid	Solyc12g005700.2	56.8764815654844	1	energy	gene	122
Citric-acid	Solyc01g099140.4	43.35680283946488	1	energy	gene	122
Citric-acid	Solyc06g068970.3	45.22240180465244	1	energy	gene	122
Citric-acid	Solyc03g112760.3	36.88862895378428	1	energy	gene	122
Citric-acid	Solyc12g056600.3	43.86780162096235	1	energy	gene	122
Citric-acid	Solyc01g105770.2	40.45085262696652	1	energy	gene	122
Citric-acid	Solyc01g087450.3	56.79347547953889	1	energy	gene	122
Citric-acid	Solyc02g067230.3	37.92899684140185	1	energy	TF	122
Citric-acid	Solyc09g007380.3	40.269389494481786	1	energy	gene	122
Citric-acid	Solyc01g107460.2	40.4499537654935	1	energy	gene	122
Citric-acid	Solyc12g099980.3	36.663235631725136	1	energy	gene	122
Citric-acid	Solyc07g065340.1	38.038793686273216	1	energy	gene	122
Citric-acid	Solyc01g058720.4	43.74631896660576	1	energy	gene	122
Citric-acid	Solyc04g080040.3	37.931317401699125	1	energy	gene	122
Citric-acid	Solyc08g066860.2	37.94728352266541	1	energy	gene	122
L-Tyrosine	Solyc09g097980.4	38.571070845535374	1	energy	gene	127
L-Tyrosine	Solyc12g099540.2	41.0656421423147	1	energy	gene	127
L-Tyrosine	Solyc08g066730.3	36.9836288224875	1	energy	gene	127
L-Tyrosine	Solyc06g051840.1	39.86294266204947	1	energy	TF	127
L-Tyrosine	Solyc02g070280.3	38.85607813680219	1	energy	gene	127
L-Tyrosine	Solyc02g077240.4	37.98511986728848	1	energy	gene	127
L-Tyrosine	Solyc02g080220.3	55.308281572920514	1	energy	gene	127
L-Tyrosine	Solyc01g111350.3	42.48023398465169	1	energy	gene	127
L-Tyrosine	Solyc06g051750.3	41.11633826494279	1	energy	gene	127
L-Tyrosine	Solyc03g080150.3	37.69091856651668	1	energy	gene	127
L-Tyrosine	Lysine	43.9870625677984	1	energy	energy	127
L-Tyrosine	Solyc11g005670.2	49.95571079902318	1	energy	gene	127
L-Tyrosine	Solyc01g028860.3	61.7441792507027	1	energy	gene	127
L-Tyrosine	Solyc07g065840.2	53.2158208312016	1	energy	gene	127
L-Tyrosine	Solyc10g076220.3	37.392297663767216	1	energy	gene	127
L-Tyrosine	Solyc08g015940.3	36.33388793799333	1	energy	gene	127
L-Tyrosine	Solyc02g086270.4	50.42344152153916	1	energy	gene	127
L-Tyrosine	Solyc04g015460.4	36.31768809480243	1	energy	gene	127
L-Tyrosine	Solyc01g091470.3	39.9327627123452	1	energy	gene	127
L-Tyrosine	Solyc10g024370.3	39.57439213201725	1	energy	gene	127
L-Tyrosine	Solyc01g073800.2	39.29432673938296	1	energy	gene	127
L-Tyrosine	Solyc09g056390.1	50.45432094169492	1	energy	gene	127
L-Tyrosine	Solyc02g076930.2	37.418789717296114	1	energy	gene	127
L-Tyrosine	novel.3734	43.961676615123565	1	energy	gene	127
L-Tyrosine	Solyc04g007030.4	63.68297924292412	1	energy	gene	127
L-Tyrosine	Solyc05g009350.4	35.127433308039606	1	energy	TF	127
L-Tyrosine	Solyc12g098780.2	37.83724531613922	1	energy	gene	127
L-Tyrosine	Solyc09g075450.3	38.90687851499049	1	energy	gene	127
L-Tyrosine	Solyc10g009070.3	49.80062366106213	1	energy	gene	127
L-Tyrosine	Solyc05g053960.3	57.04543682176468	1	energy	gene	127
L-Tyrosine	Solyc12g008335.1	35.45987698323151	1	energy	gene	127
L-Tyrosine	Solyc01g105620.4	36.22372197550772	1	energy	gene	127
L-Tyrosine	Solyc12g014190.2	35.54572974371259	1	energy	gene	127
L-Tyrosine	Solyc02g085630.3	44.7479165472094	1	energy	TF	127
L-Tyrosine	Solyc05g008440.3	40.440133473599225	1	energy	gene	127
L-Tyrosine	novel.2252	53.99686518000748	1	energy	gene	127
L-Tyrosine	Solyc03g112100.3	71.2765074104332	1	energy	gene	127
L-Tyrosine	Solyc07g008560.3	72.0538702268016	1	energy	gene	127
L-Tyrosine	Solyc01g097350.4	35.03804219061218	1	energy	gene	127
L-Tyrosine	Solyc05g012200.3	37.63622660582039	1	energy	gene	127
L-Tyrosine	Solyc07g053270.3	36.10716251423269	1	energy	gene	127
L-Tyrosine	Solyc06g007510.3	38.590506117221466	1	energy	gene	127
L-Tyrosine	Solyc08g068490.3	39.21189115818029	1	energy	gene	127
L-Tyrosine	Solyc12g098950.2	49.166857201058754	1	energy	gene	127
L-Tyrosine	Solyc06g069400.4	35.02909137738136	1	energy	gene	127
L-Tyrosine	Solyc12g011160.2	36.85751293178565	1	energy	gene	127
L-Tyrosine	Solyc08g067950.3	37.69944803767444	1	energy	gene	127
L-Tyrosine	Solyc07g053120.4	44.35308974288211	1	energy	gene	127
L-Tyrosine	Solyc03g083440.4	44.50432783597896	1	energy	gene	127
L-Tyrosine	novel.4552	38.574463628658485	1	energy	gene	127
L-Tyrosine	Solyc04g071890.3	82.06926878584159	1	energy	gene	127
L-Tyrosine	Solyc07g053600.3	37.55846004250615	1	energy	gene	127
L-Tyrosine	Solyc04g072037.1	41.14506580341303	1	energy	gene	127
L-Tyrosine	Solyc12g010410.3	38.59426728837094	1	energy	TF	127
L-Tyrosine	Solyc11g017320.3	38.40959483628943	1	energy	gene	127
L-Tyrosine	Solyc10g055820.3	47.59461808724465	1	energy	gene	127
L-Tyrosine	novel.1463	65.95176629777147	1	energy	gene	127
L-Tyrosine	Solyc01g150164.1	38.09387526957692	1	energy	gene	127
L-Tyrosine	novel.3735	49.57368417933696	1	energy	gene	127
L-Tyrosine	Solyc10g086520.2	41.92754229916244	1	energy	gene	127
L-Tyrosine	Solyc01g106605.1	46.67667337729333	1	energy	gene	127
L-Tyrosine	Solyc02g077750.4	37.73446981747585	1	energy	gene	127
L-Tyrosine	Solyc11g072570.2	66.51636907301216	1	energy	gene	127
L-Tyrosine	Solyc01g098190.3	44.94347087960042	1	energy	gene	127
L-Tyrosine	Solyc03g123530.4	41.234726295253736	1	energy	gene	127
L-Tyrosine	Solyc07g066560.1	35.0588991541966	1	energy	gene	127
L-Tyrosine	Solyc02g068680.1	37.520486024649976	1	energy	gene	127
L-Tyrosine	Solyc01g068470.4	38.016871291655626	1	energy	gene	127
L-Tyrosine	Solyc06g069120.3	68.04754893252941	1	energy	gene	127
L-Tyrosine	Solyc11g010710.2	38.717174417965246	1	energy	TF	127
L-Tyrosine	Solyc02g072310.3	44.20553538094734	1	energy	gene	127
L-Tyrosine	Solyc11g044933.1	38.08052438531894	1	energy	gene	127
L-Tyrosine	Solyc06g063340.3	35.97366995623598	1	energy	gene	127
L-Tyrosine	Solyc07g061940.4	47.9838989353303	1	energy	gene	127
L-Tyrosine	Solyc02g078030.3	36.15439505921372	1	energy	gene	127
L-Tyrosine	Solyc07g049500.3	43.8153038375194	1	energy	gene	127
L-Tyrosine	novel.5531	62.16884881801303	1	energy	gene	127
L-Tyrosine	novel.3364	35.776959822864455	1	energy	gene	127
L-Tyrosine	Solyc05g012740.2	35.620786790654805	1	energy	gene	127
L-Tyrosine	Solyc10g076210.2	35.67820603840607	1	energy	gene	127
L-Tyrosine	Solyc02g093250.3	40.21425225490703	1	energy	gene	127
L-Tyrosine	Solyc05g052280.3	45.84115382306051	1	energy	gene	127
L-Tyrosine	novel.4506	52.03494329803436	1	energy	gene	127
L-Tyrosine	novel.4575	35.29347781825245	1	energy	gene	127
L-Tyrosine	Solyc06g005680.4	36.68517722198557	1	energy	TF	127
L-Tyrosine	Solyc10g076510.2	45.892672658959086	1	energy	gene	127
L-Tyrosine	Solyc02g079750.4	35.40332719602956	1	energy	gene	127
L-Tyrosine	novel.5082	45.48964697574684	1	energy	gene	127
L-Tyrosine	Solyc09g090350.3	45.34580595041631	1	energy	gene	127
L-Tyrosine	Solyc02g090390.4	37.2636181212161	1	energy	gene	127
L-Tyrosine	Solyc01g090180.4	43.68501980002426	1	energy	gene	127
L-Tyrosine	Solyc03g044100.4	43.17239735816941	1	energy	gene	127
L-Tyrosine	Solyc06g063000.3	46.33040718616752	1	energy	gene	127
L-Tyrosine	Solyc09g089700.3	40.0935698192074	1	energy	gene	127
L-Tyrosine	Solyc09g042710.3	40.90362590190362	1	energy	gene	127
L-Tyrosine	Solyc03g071590.3	46.30491670589596	1	energy	gene	127
L-Tyrosine	Solyc02g094160.1	37.16113641243824	1	energy	gene	127
L-Tyrosine	Solyc04g072920.4	51.99008901660725	1	energy	gene	127
L-Tyrosine	Solyc04g045530.4	35.805612029869046	1	energy	gene	127
L-Tyrosine	Solyc12g150132.1	58.016069881736016	1	energy	gene	127
L-Tyrosine	Beta-Leucine	46.01501292499224	1	energy	energy	127
L-Tyrosine	Solyc04g008130.3	37.18976163251879	1	energy	gene	127
L-Tyrosine	Solyc06g059740.4	46.11012091819576	1	energy	gene	127
L-Tyrosine	Solyc02g080200.4	61.3491465038236	1	energy	gene	127
L-Tyrosine	Solyc02g081690.1	40.80941993604292	1	energy	gene	127
L-Tyrosine	novel.2376	42.952482613227865	1	energy	gene	127
L-Tyrosine	Solyc08g075570.4	35.822969718476195	1	energy	gene	127
L-Tyrosine	Solyc05g048810.4	57.17693228554548	1	energy	gene	127
L-Tyrosine	Solyc04g081440.3	38.131057354896136	1	energy	gene	127
L-Tyrosine	Solyc04g008150.3	43.31252003280652	1	energy	gene	127
L-Tyrosine	Solyc05g047530.3	42.51627163374484	1	energy	gene	127
L-Tyrosine	Solyc09g072810.3	42.93548106151189	1	energy	gene	127
L-Tyrosine	Solyc12g087940.2	60.98549628624895	1	energy	gene	127
L-Tyrosine	Solyc02g094180.3	38.14339788809321	1	energy	gene	127
L-Tyrosine	Solyc10g086690.3	38.56128647131855	1	energy	gene	127
L-Tyrosine	Solyc11g067000.3	36.53337261197208	1	energy	gene	127
L-Tyrosine	novel.2251	58.61363666422293	1	energy	gene	127
L-Tyrosine	Solyc01g010080.3	42.63154533692117	1	energy	gene	127
L-Tyrosine	Solyc04g005160.3	43.57954026714338	1	energy	gene	127
L-Tyrosine	Solyc05g053610.2	61.14819504472936	1	energy	gene	127
L-Tyrosine	Solyc05g007640.3	42.6347200460485	1	energy	gene	127
L-Tyrosine	Solyc04g074480.3	39.0257143284385	1	energy	gene	127
L-Tyrosine	Solyc09g009490.4	35.813353746489604	1	energy	TF	127
L-Tyrosine	Solyc05g010470.4	40.248575783716696	1	energy	gene	127
L-Tyrosine	Solyc02g079010.4	35.268153259578064	1	energy	gene	127
L-Tyrosine	Solyc04g007050.4	43.81423667909197	1	energy	gene	127
L-Tyrosine	Solyc05g023680.4	46.1222852111309	1	energy	gene	127
Acetyl-CoA	Solyc03g117590.3	38.05646931074964	1	energy	gene	151
ATP	Solyc06g068240.3	38.43101453553612	1	energy	gene	151
Acetyl-CoA	Solyc04g008980.3	38.50913439252704	1	energy	gene	151
Acetyl-CoA	Solyc07g053760.4	38.145768000943306	1	energy	gene	151
Acetyl-CoA	Solyc09g074100.4	38.01945479294172	1	energy	gene	151
ATP	Solyc11g065660.2	39.638460069744326	1	energy	gene	151
Acetyl-CoA	Solyc08g082540.3	40.41215615015937	1	energy	gene	151
ATP	Solyc05g056020.3	39.80324140326525	1	energy	gene	151
ATP	Solyc01g006510.3	38.82056307774264	1	energy	gene	151
ATP	Solyc11g007920.1	40.15260671622514	1	energy	gene	151
Acetyl-CoA	Solyc06g007180.3	38.99299880170335	1	energy	gene	151
Acetyl-CoA	Solyc06g059990.4	40.00381516997389	1	energy	gene	151
Acetyl-CoA	Solyc01g010940.3	40.57339150668738	1	energy	gene	151
ATP	Solyc09g010060.3	37.69124143624592	1	energy	gene	151
Acetyl-CoA	Solyc05g054040.4	39.70387359285696	1	energy	gene	151
ATP	Solyc09g056390.1	39.37739701990088	1	energy	gene	151
ATP	Solyc10g080660.3	37.69705629184615	1	energy	gene	151
ATP	Solyc11g073260.2	39.22697134173063	1	energy	gene	151
Acetyl-CoA	Solyc01g079810.4	39.21528458264537	1	energy	gene	151
Acetyl-CoA	Solyc01g090480.4	39.73139538226599	1	energy	gene	151
ATP	Solyc02g067830.3	40.46520781234486	1	energy	gene	151
Acetyl-CoA	Solyc02g080410.3	38.54971455745708	1	energy	gene	151
Acetyl-CoA	Solyc07g052430.3	38.75429043497428	1	energy	gene	151
