"","group","Description","pvalue","ratio"
"GO:00424014","C11","cellular biogenic amine biosynthetic process",0.342425950903432,"1/79"
"GO:00427422","C11","defense response to bacterium",0.342425950903432,"1/79"
"GO:00971642","C11","ammonium ion metabolic process",0.342425950903432,"1/79"
"GO:19012924","C11","nucleoside phosphate catabolic process",0.342425950903432,"1/79"
"GO:00226075","C11","cellular component assembly",0.345508006059063,"4/79"
"GO:001055610","C11","regulation of macromolecule biosynthetic process",0.347697367352423,"9/79"
"GO:200011210","C11","regulation of cellular macromolecule biosynthetic process",0.347697367352423,"9/79"
"GO:00090633","C11","cellular amino acid catabolic process",0.353390144630454,"1/79"
"GO:00464741","C11","glycerophospholipid biosynthetic process",0.353390144630454,"1/79"
"GO:000988910","C11","regulation of biosynthetic process",0.359827672218888,"9/79"
"GO:003132610","C11","regulation of cellular biosynthetic process",0.359827672218888,"9/79"
"GO:00458933","C11","positive regulation of transcription, DNA-templated",0.360617888531665,"2/79"
"GO:00512543","C11","positive regulation of RNA metabolic process",0.360617888531665,"2/79"
"GO:19026803","C11","positive regulation of RNA biosynthetic process",0.360617888531665,"2/79"
"GO:19035083","C11","positive regulation of nucleic acid-templated transcription",0.360617888531665,"2/79"
"GO:00002803","C11","nuclear division",0.364173800652028,"1/79"
"GO:00098562","C11","pollination",0.364173800652028,"1/79"
"GO:00447062","C11","multi-multicellular organism process",0.364173800652028,"1/79"
"GO:00550803","C11","cation homeostasis",0.364173800652028,"1/79"
"GO:00000039","C11","reproduction",0.366380408851621,"3/79"
"GO:00224149","C11","reproductive process",0.366380408851621,"3/79"
"GO:00459353","C11","positive regulation of nucleobase-containing compound metabolic process",0.372635940776962,"2/79"
"GO:00096643","C11","plant-type cell wall organization",0.374779854230678,"1/79"
"GO:00987713","C11","inorganic ion homeostasis",0.374779854230678,"1/79"
"GO:00327878","C11","monocarboxylic acid metabolic process",0.380056623022715,"3/79"
"GO:00065764","C11","cellular biogenic amine metabolic process",0.385211193515953,"1/79"
"GO:00067784","C11","porphyrin-containing compound metabolic process",0.385211193515953,"1/79"
"GO:00068872","C11","exocytosis",0.385211193515953,"1/79"
"GO:00329402","C11","secretion by cell",0.385211193515953,"1/79"
"GO:00441064","C11","cellular amine metabolic process",0.385211193515953,"1/79"
"GO:00725252","C11","pyridine-containing compound biosynthetic process",0.385211193515953,"1/79"
"GO:00060902","C11","pyruvate metabolic process",0.395470660290824,"1/79"
"GO:00086434","C11","carbohydrate transport",0.395470660290824,"1/79"
"GO:00550822","C11","cellular chemical homeostasis",0.395470660290824,"1/79"
"GO:00065208","C11","cellular amino acid metabolic process",0.398940462720458,"4/79"
"GO:00485187","C11","positive regulation of biological process",0.402716238251166,"3/79"
"GO:00101546","C11","fruit development",0.405561050706423,"1/79"
"GO:00450171","C11","glycerolipid biosynthetic process",0.405561050706423,"1/79"
"GO:00469033","C11","secretion",0.405561050706423,"1/79"
"GO:00464344","C11","organophosphate catabolic process",0.41548511600528,"1/79"
"GO:00508014","C11","ion homeostasis",0.41548511600528,"1/79"
"GO:00066944","C11","steroid biosynthetic process",0.425245563233262,"1/79"
"GO:00330134","C11","tetrapyrrole metabolic process",0.425245563233262,"1/79"
"GO:00436482","C11","dicarboxylic acid metabolic process",0.425245563233262,"1/79"
"GO:00098913","C11","positive regulation of biosynthetic process",0.425531101225451,"2/79"
"GO:00105573","C11","positive regulation of macromolecule biosynthetic process",0.425531101225451,"2/79"
"GO:00313283","C11","positive regulation of cellular biosynthetic process",0.425531101225451,"2/79"
"GO:00106283","C11","positive regulation of gene expression",0.436984609214591,"2/79"
"GO:00355568","C11","intracellular signal transduction",0.448317104868808,"2/79"
"GO:00069966","C11","organelle organization",0.450634645590034,"5/79"
"GO:00065753","C11","cellular modified amino acid metabolic process",0.453571618640658,"1/79"
"GO:00160546","C11","organic acid catabolic process",0.453571618640658,"1/79"
"GO:00301543","C11","cell differentiation",0.453571618640658,"1/79"
"GO:00463956","C11","carboxylic acid catabolic process",0.453571618640658,"1/79"
"GO:00070494","C11","cell cycle",0.45393655593072,"2/79"
"GO:00425928","C11","homeostatic process",0.456087515623361,"3/79"
"GO:00092665","C11","response to temperature stimulus",0.462703804409092,"1/79"
"GO:00193622","C11","pyridine nucleotide metabolic process",0.462703804409092,"1/79"
"GO:00464962","C11","nicotinamide nucleotide metabolic process",0.462703804409092,"1/79"
"GO:00067542","C11","ATP biosynthetic process",0.471685268533443,"1/79"
"GO:00442839","C11","small molecule biosynthetic process",0.473649447349008,"5/79"
"GO:00723306","C11","monocarboxylic acid biosynthetic process",0.476090523623537,"2/79"
"GO:00425451","C11","cell wall modification",0.48051846721828,"1/79"
"GO:00482853","C11","organelle fission",0.48051846721828,"1/79"
"GO:00086542","C11","phospholipid biosynthetic process",0.489205817152606,"1/79"
"GO:19030473","C11","mitotic cell cycle process",0.489205817152606,"1/79"
"GO:00097558","C11","hormone-mediated signaling pathway",0.492353451447262,"2/79"
"GO:00328708","C11","cellular response to hormone stimulus",0.492353451447262,"2/79"
"GO:00714958","C11","cellular response to endogenous stimulus",0.492353451447262,"2/79"
"GO:00091452","C11","purine nucleoside triphosphate biosynthetic process",0.49774969613735,"1/79"
"GO:00092062","C11","purine ribonucleoside triphosphate biosynthetic process",0.49774969613735,"1/79"
"GO:00511868","C11","cofactor metabolic process",0.503069279836468,"4/79"
"GO:00344045","C11","nucleobase-containing small molecule biosynthetic process",0.506152443703032,"1/79"
"GO:00725242","C11","pyridine-containing compound metabolic process",0.506152443703032,"1/79"
"GO:00713109","C11","cellular response to organic substance",0.518756894172647,"2/79"
"GO:00067332","C11","oxidoreduction coenzyme metabolic process",0.522543714985605,"1/79"
"GO:00066503","C11","glycerophospholipid metabolic process",0.530536731835814,"1/79"
"GO:00091272","C11","purine nucleoside monophosphate biosynthetic process",0.530536731835814,"1/79"
"GO:00091682","C11","purine ribonucleoside monophosphate biosynthetic process",0.530536731835814,"1/79"
"GO:00092012","C11","ribonucleoside triphosphate biosynthetic process",0.530536731835814,"1/79"
"GO:00082025","C11","steroid metabolic process",0.538397604702488,"1/79"
"GO:00091422","C11","nucleoside triphosphate biosynthetic process",0.538397604702488,"1/79"
"GO:00424405","C11","pigment metabolic process",0.538397604702488,"1/79"
"GO:00511733","C11","positive regulation of nitrogen compound metabolic process",0.539227329774709,"2/79"
"GO:00106043","C11","positive regulation of macromolecule metabolic process",0.554190268608696,"2/79"
"GO:00313254","C11","positive regulation of cellular metabolic process",0.554190268608696,"2/79"
"GO:00091562","C11","ribonucleoside monophosphate biosynthetic process",0.568562280399334,"1/79"
"GO:00442826","C11","small molecule catabolic process",0.568562280399334,"1/79"
"GO:00460342","C11","ATP metabolic process",0.568562280399334,"1/79"
"GO:00464863","C11","glycerolipid metabolic process",0.568562280399334,"1/79"
"GO:00098934","C11","positive regulation of metabolic process",0.568814188945924,"2/79"
"GO:00002783","C11","mitotic cell cycle",0.575794102985469,"1/79"
"GO:00159794","C11","photosynthesis",0.578373577906868,"2/79"
"GO:003250110","C11","multicellular organismal process",0.583472146235982,"3/79"
"GO:19016058","C11","alpha-amino acid metabolic process",0.58778029114393,"2/79"
"GO:00091243","C11","nucleoside monophosphate biosynthetic process",0.589900569312814,"1/79"
"GO:00346557","C11","nucleobase-containing compound catabolic process",0.589900569312814,"1/79"
"GO:00488694","C11","cellular developmental process",0.589900569312814,"1/79"
"GO:00091442","C11","purine nucleoside triphosphate metabolic process",0.596779094795678,"1/79"
"GO:00092052","C11","purine ribonucleoside triphosphate metabolic process",0.596779094795678,"1/79"
"GO:00193185","C11","hexose metabolic process",0.610196200970238,"1/79"
"GO:00300014","C11","metal ion transport",0.610196200970238,"1/79"
"GO:00197257","C11","cellular homeostasis",0.61062680079433,"2/79"
"GO:00091262","C11","purine nucleoside monophosphate metabolic process",0.616738478455548,"1/79"
"GO:00091672","C11","purine ribonucleoside monophosphate metabolic process",0.616738478455548,"1/79"
"GO:00097344","C11","auxin-activated signaling pathway",0.616738478455548,"1/79"
"GO:00432075","C11","response to external biotic stimulus",0.616738478455548,"1/79"
"GO:00517075","C11","response to other organism",0.616738478455548,"1/79"
"GO:00713654","C11","cellular response to auxin stimulus",0.616738478455548,"1/79"
"GO:00985425","C11","defense response to other organism",0.616738478455548,"1/79"
"GO:00346225","C11","cellular protein-containing complex assembly",0.619497030700707,"2/79"
"GO:00064862","C11","protein glycosylation",0.623172320402427,"1/79"
"GO:00091012","C11","glycoprotein biosynthetic process",0.623172320402427,"1/79"
"GO:00091992","C11","ribonucleoside triphosphate metabolic process",0.623172320402427,"1/79"
"GO:00427435","C11","hydrogen peroxide metabolic process",0.623172320402427,"1/79"
"GO:00427445","C11","hydrogen peroxide catabolic process",0.623172320402427,"1/79"
"GO:00434132","C11","macromolecule glycosylation",0.623172320402427,"1/79"
"GO:00091003","C11","glycoprotein metabolic process",0.635721767446432,"1/79"
"GO:00091522","C11","purine ribonucleotide biosynthetic process",0.635721767446432,"1/79"
"GO:00059965","C11","monosaccharide metabolic process",0.64184083620504,"1/79"
"GO:00061642","C11","purine nucleotide biosynthetic process",0.64184083620504,"1/79"
"GO:00170015","C11","antibiotic catabolic process",0.64184083620504,"1/79"
"GO:00066445","C11","phospholipid metabolic process",0.647858397655444,"1/79"
"GO:00091612","C11","ribonucleoside monophosphate metabolic process",0.647858397655444,"1/79"
"GO:19015657","C11","organonitrogen compound catabolic process",0.648433564238845,"3/79"
"GO:007088710","C11","cellular response to chemical stimulus",0.649339306858449,"2/79"
"GO:00700852","C11","glycosylation",0.653776114435963,"1/79"
"GO:00091233","C11","nucleoside monophosphate metabolic process",0.66531853054365,"1/79"
"GO:00091414","C11","nucleoside triphosphate metabolic process",0.66531853054365,"1/79"
"GO:00092602","C11","ribonucleotide biosynthetic process",0.67094642243106,"1/79"
"GO:00463902","C11","ribose phosphate biosynthetic process",0.67094642243106,"1/79"
"GO:00725935","C11","reactive oxygen species metabolic process",0.67094642243106,"1/79"
"GO:00650035","C11","protein-containing complex assembly",0.677328839720338,"2/79"
"GO:00904075","C11","organophosphate biosynthetic process",0.681178223983842,"2/79"
"GO:00725224","C11","purine-containing compound biosynthetic process",0.681923362508106,"1/79"
"GO:00091082","C11","coenzyme biosynthetic process",0.692538603595289,"1/79"
"GO:00485235","C11","negative regulation of cellular process",0.702803916149295,"1/79"
"GO:00096076","C11","response to biotic stimulus",0.707808923743455,"1/79"
"GO:19016077","C11","alpha-amino acid biosynthetic process",0.712730692405346,"1/79"
"GO:19016157","C11","organic hydroxy compound metabolic process",0.722329958375808,"1/79"
"GO:00439336","C11","protein-containing complex subunit organization",0.731270360882977,"2/79"
"GO:00097198","C11","response to endogenous stimulus",0.750643494681233,"2/79"
"GO:00097258","C11","response to hormone",0.750643494681233,"2/79"
"GO:001975210","C11","carboxylic acid metabolic process",0.754712378333947,"5/79"
"GO:19011375","C11","carbohydrate derivative biosynthetic process",0.756833666058103,"2/79"
"GO:00091502","C11","purine ribonucleotide metabolic process",0.757660262624878,"1/79"
"GO:00486089","C11","reproductive structure development",0.757660262624878,"1/79"
"GO:00614589","C11","reproductive system development",0.757660262624878,"1/79"
"GO:00061632","C11","purine nucleotide metabolic process",0.761751914527557,"1/79"
"GO:004343610","C11","oxoacid metabolic process",0.765152142447185,"5/79"
"GO:00030069","C11","developmental process involved in reproduction",0.765775343076579,"1/79"
"GO:00097917","C11","post-embryonic development",0.773622004651089,"1/79"
"GO:000608210","C11","organic acid metabolic process",0.775262477637743,"5/79"
"GO:00090577","C11","macromolecule catabolic process",0.778784836712144,"3/79"
"GO:00067906","C11","sulfur compound metabolic process",0.781209015620126,"1/79"
"GO:00091655","C11","nucleotide biosynthetic process",0.781209015620126,"1/79"
"GO:00092592","C11","ribonucleotide metabolic process",0.781209015620126,"1/79"
"GO:00163108","C11","phosphorylation",0.781209015620126,"1/79"
"GO:00062815","C11","DNA repair",0.784907814628474,"1/79"
"GO:19012935","C11","nucleoside phosphate biosynthetic process",0.784907814628474,"1/79"
"GO:00068124","C11","cation transport",0.78854486142735,"1/79"
"GO:00100339","C11","response to organic substance",0.788588451097472,"2/79"
"GO:00069745","C11","cellular response to DNA damage stimulus",0.792121173982957,"1/79"
"GO:00454547","C11","cell redox homeostasis",0.792121173982957,"1/79"
"GO:00069797","C11","response to oxidative stress",0.795637753695022,"1/79"
"GO:00169996","C11","antibiotic metabolic process",0.802495638947541,"1/79"
"GO:00725214","C11","purine-containing compound metabolic process",0.802495638947541,"1/79"
"GO:00097337","C11","response to auxin",0.80583886682908,"1/79"
"GO:00511884","C11","cofactor biosynthetic process",0.809126207060649,"1/79"
"GO:00196932","C11","ribose phosphate metabolic process",0.815536899444834,"1/79"
"GO:00067323","C11","coenzyme metabolic process",0.821734916971149,"1/79"
"GO:00096056","C11","response to external stimulus",0.821734916971149,"1/79"
"GO:003250210","C11","developmental process",0.8393293261589,"2/79"
"GO:004873110","C11","system development",0.849771021628007,"1/79"
"GO:00551148","C11","oxidation-reduction process",0.852322750136153,"1/79"
"GO:00086108","C11","lipid biosynthetic process",0.857540156069944,"2/79"
"GO:00060916","C11","generation of precursor metabolites and energy",0.869025259833238,"1/79"
"GO:00485196","C11","negative regulation of biological process",0.869025259833238,"1/79"
"GO:00196377","C11","organophosphate metabolic process",0.882196514564655,"2/79"
"GO:00067536","C11","nucleoside phosphate metabolic process",0.891578644240594,"1/79"
"GO:00091176","C11","nucleotide metabolic process",0.891578644240594,"1/79"
"GO:00081045","C11","protein localization",0.898773035355472,"2/79"
"GO:00096289","C11","response to abiotic stimulus",0.902216628117925,"1/79"
"GO:004222110","C11","response to chemical",0.904250489116932,"2/79"
"GO:00161924","C11","vesicle-mediated transport",0.905528235033725,"1/79"
"GO:00335547","C11","cellular response to stress",0.908729060592054,"1/79"
"GO:00068117","C11","ion transport",0.913330557312506,"1/79"
"GO:000727510","C11","multicellular organism development",0.919111320658428,"1/79"
"GO:00346133","C11","cellular protein localization",0.920495980608154,"1/79"
"GO:00707273","C11","cellular macromolecule localization",0.921857232782397,"1/79"
"GO:190113510","C11","carbohydrate derivative metabolic process",0.924616757653137,"2/79"
"GO:00062597","C11","DNA metabolic process",0.934265179926163,"1/79"
"GO:00550868","C11","nucleobase-containing small molecule metabolic process",0.935393368235055,"1/79"
"GO:004885610","C11","anatomical structure development",0.946609251278315,"1/79"
"GO:00550857","C11","transmembrane transport",0.946609251278315,"1/79"
"GO:00330366","C11","macromolecule localization",0.949610950215028,"2/79"
"GO:000695010","C11","response to stress",0.952159017262264,"4/79"
"GO:00069528","C11","defense response",0.957406830295261,"1/79"
"GO:00516413","C11","cellular localization",0.958141836937173,"1/79"
"GO:00067969","C11","phosphate-containing compound metabolic process",0.959561047720715,"2/79"
"GO:00067939","C11","phosphorus metabolic process",0.961882700809904,"2/79"
"GO:00150315","C11","protein transport",0.97432994814515,"1/79"
"GO:00451845","C11","establishment of protein localization",0.97648376489549,"1/79"
"GO:00717028","C11","organic substance transport",0.976760003823792,"2/79"
"GO:00442559","C11","cellular lipid metabolic process",0.978833880175146,"1/79"
"GO:00158335","C11","peptide transport",0.979920397818298,"1/79"
"GO:00428865","C11","amide transport",0.979920397818298,"1/79"
"GO:00717055","C11","nitrogen compound transport",0.985881472634667,"1/79"
"GO:00064648","C11","cellular protein modification process",0.993053010481272,"1/79"
"GO:00362118","C11","protein modification process",0.993053010481272,"1/79"
"GO:00434128","C11","macromolecule modification",0.996664137366344,"1/79"
"GO:00065185","C11","peptide metabolic process",0.997058843704206,"1/79"
"GO:00436037","C11","cellular amide metabolic process",0.998743859538073,"1/79"
"GO:00096981","C12","phenylpropanoid metabolic process",0.00115599337064292,"3/80"
"GO:00105584","C12","negative regulation of macromolecule biosynthetic process",0.00260146966027838,"4/80"
"GO:20001134","C12","negative regulation of cellular macromolecule biosynthetic process",0.00260146966027838,"4/80"
"GO:00197482","C12","secondary metabolic process",0.00310446548079951,"3/80"
"GO:00098904","C12","negative regulation of biosynthetic process",0.00319911881649276,"4/80"
"GO:00313274","C12","negative regulation of cellular biosynthetic process",0.00319911881649276,"4/80"
"GO:00511724","C12","negative regulation of nitrogen compound metabolic process",0.00388429798803538,"4/80"
"GO:00096062","C12","tropism",0.00423360353670852,"3/80"
"GO:00313244","C12","negative regulation of cellular metabolic process",0.00466275732135289,"4/80"
"GO:00169997","C12","antibiotic metabolic process",0.00518407003542376,"6/80"
"GO:20002413","C12","regulation of reproductive process",0.00634329362860167,"3/80"
"GO:00485236","C12","negative regulation of cellular process",0.0068498507378841,"5/80"
"GO:00096057","C12","response to external stimulus",0.00695476213772684,"6/80"
"GO:001055611","C12","regulation of macromolecule biosynthetic process",0.00825017527414391,"15/80"
"GO:200011211","C12","regulation of cellular macromolecule biosynthetic process",0.00825017527414391,"15/80"
"GO:000988911","C12","regulation of biosynthetic process",0.00909296111882071,"15/80"
"GO:003132611","C12","regulation of cellular biosynthetic process",0.00909296111882071,"15/80"
"GO:00442627","C12","cellular carbohydrate metabolic process",0.00953419526744528,"6/80"
"GO:00063421","C12","chromatin silencing",0.01148865188075,"2/80"
"GO:0009909","C12","regulation of flower development",0.01148865188075,"2/80"
"GO:00458141","C12","negative regulation of gene expression, epigenetic",0.01148865188075,"2/80"
"GO:2001251","C12","negative regulation of chromosome organization",0.01148865188075,"2/80"
"GO:00097345","C12","auxin-activated signaling pathway",0.0148612931598369,"4/80"
"GO:00713655","C12","cellular response to auxin stimulus",0.0148612931598369,"4/80"
"GO:00427436","C12","hydrogen peroxide metabolic process",0.0157627036482931,"4/80"
"GO:00427446","C12","hydrogen peroxide catabolic process",0.0157627036482931,"4/80"
"GO:000597510","C12","carbohydrate metabolic process",0.0164170100539199,"14/80"
"GO:00170016","C12","antibiotic catabolic process",0.0186712696408675,"4/80"
"GO:20000265","C12","regulation of multicellular organismal development",0.0218836027138639,"3/80"
"GO:0033044","C12","regulation of chromosome organization",0.0222457008690289,"2/80"
"GO:00511876","C12","cofactor catabolic process",0.0242198042952488,"4/80"
"GO:00725936","C12","reactive oxygen species metabolic process",0.0242198042952488,"4/80"
"GO:000635511","C12","regulation of transcription, DNA-templated",0.0264910250381248,"13/80"
"GO:190350611","C12","regulation of nucleic acid-templated transcription",0.0264910250381248,"13/80"
"GO:200114111","C12","regulation of RNA biosynthetic process",0.0264910250381248,"13/80"
"GO:00512396","C12","regulation of multicellular organismal process",0.0270268744476451,"3/80"
"GO:00488312","C12","regulation of shoot system development",0.0287075678065991,"2/80"
"GO:005125211","C12","regulation of RNA metabolic process",0.0297551382906031,"13/80"
"GO:00060736","C12","cellular glucan metabolic process",0.0320743518880878,"4/80"
"GO:00440426","C12","glucan metabolic process",0.0320743518880878,"4/80"
"GO:00106392","C12","negative regulation of organelle organization",0.0321861067862809,"2/80"
"GO:00400291","C12","regulation of gene expression, epigenetic",0.0321861067862809,"2/80"
"GO:00511292","C12","negative regulation of cellular component organization",0.0321861067862809,"2/80"
"GO:0006417","C12","regulation of translation",0.0358213119494661,"2/80"
"GO:00075686","C12","aging",0.0358213119494661,"2/80"
"GO:0034248","C12","regulation of cellular amide metabolic process",0.0358213119494661,"2/80"
"GO:00440366","C12","cell wall macromolecule metabolic process",0.0369083302670592,"3/80"
"GO:00507937","C12","regulation of developmental process",0.0369083302670592,"3/80"
"GO:001921911","C12","regulation of nucleobase-containing compound metabolic process",0.0371615856726019,"13/80"
"GO:00063342","C12","nucleosome assembly",0.0396070808075648,"2/80"
"GO:00314972","C12","chromatin assembly",0.0396070808075648,"2/80"
"GO:00510522","C12","regulation of DNA metabolic process",0.0396070808075648,"2/80"
"GO:00106295","C12","negative regulation of gene expression",0.0396415664177656,"4/80"
"GO:00442646","C12","cellular polysaccharide metabolic process",0.0396415664177656,"4/80"
"GO:00063232","C12","DNA packaging",0.0435374671709933,"2/80"
"GO:00347282","C12","nucleosome organization",0.0435374671709933,"2/80"
"GO:00106055","C12","negative regulation of macromolecule metabolic process",0.0446324432435699,"4/80"
"GO:00098925","C12","negative regulation of metabolic process",0.0499615971464387,"4/80"
"GO:00485197","C12","negative regulation of biological process",0.050226489267902,"5/80"
"GO:0006081","C12","cellular aldehyde metabolic process",0.0561391425034719,"2/80"
"GO:00063332","C12","chromatin assembly or disassembly",0.0561391425034719,"2/80"
"GO:00104115","C12","xyloglucan metabolic process",0.0605915446410754,"2/80"
"GO:00427379","C12","drug catabolic process",0.0681596602192258,"5/80"
"GO:00485803","C12","regulation of post-embryonic development",0.0698426119812128,"2/80"
"GO:00650043","C12","protein-DNA complex assembly",0.0698426119812128,"2/80"
"GO:00432076","C12","response to external biotic stimulus",0.0699526926231463,"3/80"
"GO:00517076","C12","response to other organism",0.0699526926231463,"3/80"
"GO:00985426","C12","defense response to other organism",0.0699526926231463,"3/80"
"GO:00069798","C12","response to oxidative stress",0.0723632069088084,"4/80"
"GO:00063102","C12","DNA recombination",0.0746312551334061,"2/80"
"GO:00106081","C12","posttranscriptional regulation of gene expression",0.0746312551334061,"2/80"
"GO:00718243","C12","protein-DNA complex subunit organization",0.0746312551334061,"2/80"
"GO:00097338","C12","response to auxin",0.0792356902107048,"4/80"
"GO:00711032","C12","DNA conformation change",0.0795221765104098,"2/80"
"GO:00485188","C12","positive regulation of biological process",0.0812140510447668,"5/80"
"GO:00097559","C12","hormone-mediated signaling pathway",0.0839934558881062,"4/80"
"GO:00328709","C12","cellular response to hormone stimulus",0.0839934558881062,"4/80"
"GO:00714959","C12","cellular response to endogenous stimulus",0.0839934558881062,"4/80"
"GO:00060993","C12","tricarboxylic acid cycle",0.0845106906007205,"2/80"
"GO:00061013","C12","citrate metabolic process",0.0845106906007205,"2/80"
"GO:00483674","C12","shoot system development",0.0885027693803476,"3/80"
"GO:00458924","C12","negative regulation of transcription, DNA-templated",0.0895922369110752,"2/80"
"GO:19026794","C12","negative regulation of RNA biosynthetic process",0.0895922369110752,"2/80"
"GO:19035074","C12","negative regulation of nucleic acid-templated transcription",0.0895922369110752,"2/80"
"GO:00512534","C12","negative regulation of RNA metabolic process",0.0947623771752586,"2/80"
"GO:00723503","C12","tricarboxylic acid metabolic process",0.0947623771752586,"2/80"
"GO:007131010","C12","cellular response to organic substance",0.0964886030581621,"4/80"
"GO:00104105","C12","hemicellulose metabolic process",0.100016792619572,"2/80"
"GO:00715547","C12","cell wall organization or biogenesis",0.104173063567136,"6/80"
"GO:00103835","C12","cell wall polysaccharide metabolic process",0.105351281283884,"2/80"
"GO:00302432","C12","cellulose metabolic process",0.105351281283884,"2/80"
"GO:00459344","C12","negative regulation of nucleobase-containing compound metabolic process",0.105351281283884,"2/80"
"GO:00090603","C12","aerobic respiration",0.110761755397192,"2/80"
"GO:00512732","C12","beta-glucan metabolic process",0.110761755397192,"2/80"
"GO:00094167","C12","response to light stimulus",0.119716793302121,"3/80"
"GO:00330432","C12","regulation of organelle organization",0.121794864459196,"2/80"
"GO:00096077","C12","response to biotic stimulus",0.123411243690564,"3/80"
"GO:00194398","C12","aromatic compound catabolic process",0.123411243690564,"3/80"
"GO:00093147","C12","response to radiation",0.12714739935247,"3/80"
"GO:00164582","C12","gene silencing",0.127409871934236,"2/80"
"GO:004424810","C12","cellular catabolic process",0.127776266609455,"10/80"
"GO:00097199","C12","response to endogenous stimulus",0.130177296629215,"5/80"
"GO:00097259","C12","response to hormone",0.130177296629215,"5/80"
"GO:00458934","C12","positive regulation of transcription, DNA-templated",0.134740902132409,"3/80"
"GO:00512544","C12","positive regulation of RNA metabolic process",0.134740902132409,"3/80"
"GO:19013618","C12","organic cyclic compound catabolic process",0.134740902132409,"3/80"
"GO:19026804","C12","positive regulation of RNA biosynthetic process",0.134740902132409,"3/80"
"GO:19035084","C12","positive regulation of nucleic acid-templated transcription",0.134740902132409,"3/80"
"GO:000695011","C12","response to stress",0.137571598090229,"11/80"
"GO:00459354","C12","positive regulation of nucleobase-containing compound metabolic process",0.142489428517695,"3/80"
"GO:00452296","C12","external encapsulating structure organization",0.142865940694999,"5/80"
"GO:00715556","C12","cell wall organization",0.142865940694999,"5/80"
"GO:00425465","C12","cell wall biogenesis",0.144605130176141,"2/80"
"GO:000662911","C12","lipid metabolic process",0.14585449889178,"9/80"
"GO:000905610","C12","catabolic process",0.14987963231602,"11/80"
"GO:00022291","C12","defense response to oomycetes",0.15595505277505,"1/80"
"GO:00022391","C12","response to oomycetes",0.15595505277505,"1/80"
"GO:00096272","C12","systemic acquired resistance",0.15595505277505,"1/80"
"GO:0016119","C12","carotene metabolic process",0.15595505277505,"1/80"
"GO:001003310","C12","response to organic substance",0.164245815088658,"5/80"
"GO:004860810","C12","reproductive structure development",0.166586197650235,"3/80"
"GO:006145810","C12","reproductive system development",0.166586197650235,"3/80"
"GO:00060223","C12","aminoglycan metabolic process",0.170161574083276,"1/80"
"GO:00060263","C12","aminoglycan catabolic process",0.170161574083276,"1/80"
"GO:00060303","C12","chitin metabolic process",0.170161574083276,"1/80"
"GO:00060323","C12","chitin catabolic process",0.170161574083276,"1/80"
"GO:00096854","C12","gibberellin metabolic process",0.170161574083276,"1/80"
"GO:00169983","C12","cell wall macromolecule catabolic process",0.170161574083276,"1/80"
"GO:00301982","C12","extracellular matrix organization",0.170161574083276,"1/80"
"GO:00421811","C12","ketone biosynthetic process",0.170161574083276,"1/80"
"GO:0042214","C12","terpene metabolic process",0.170161574083276,"1/80"
"GO:00430622","C12","extracellular structure organization",0.170161574083276,"1/80"
"GO:00463483","C12","amino sugar catabolic process",0.170161574083276,"1/80"
"GO:00512591","C12","protein complex oligomerization",0.170161574083276,"1/80"
"GO:19010713","C12","glucosamine-containing compound metabolic process",0.170161574083276,"1/80"
"GO:19010723","C12","glucosamine-containing compound catabolic process",0.170161574083276,"1/80"
"GO:19016611","C12","quinone metabolic process",0.170161574083276,"1/80"
"GO:19016631","C12","quinone biosynthetic process",0.170161574083276,"1/80"
"GO:00066504","C12","glycerophospholipid metabolic process",0.174229746711202,"2/80"
"GO:00099082","C12","flower development",0.174229746711202,"2/80"
"GO:00905672","C12","reproductive shoot system development",0.174229746711202,"2/80"
"GO:000300610","C12","developmental process involved in reproduction",0.174875935119354,"3/80"
"GO:00098914","C12","positive regulation of biosynthetic process",0.179064680943453,"3/80"
"GO:00105574","C12","positive regulation of macromolecule biosynthetic process",0.179064680943453,"3/80"
"GO:00313284","C12","positive regulation of cellular biosynthetic process",0.179064680943453,"3/80"
"GO:00453334","C12","cellular respiration",0.180271408180038,"2/80"
"GO:007088711","C12","cellular response to chemical stimulus",0.180435495120931,"4/80"
"GO:00028311","C12","regulation of response to biotic stimulus",0.184131917953928,"1/80"
"GO:00060403","C12","amino sugar metabolic process",0.184131917953928,"1/80"
"GO:00066622","C12","glycerol ether metabolic process",0.184131917953928,"1/80"
"GO:00083003","C12","isoprenoid catabolic process",0.184131917953928,"1/80"
"GO:00096291","C12","response to gravity",0.184131917953928,"1/80"
"GO:00096301","C12","gravitropism",0.184131917953928,"1/80"
"GO:00161014","C12","diterpenoid metabolic process",0.184131917953928,"1/80"
"GO:00189042","C12","ether metabolic process",0.184131917953928,"1/80"
"GO:00321011","C12","regulation of response to external stimulus",0.184131917953928,"1/80"
"GO:00483662","C12","leaf development",0.184131917953928,"1/80"
"GO:00511282","C12","regulation of cellular component organization",0.186345204177875,"2/80"
"GO:00106284","C12","positive regulation of gene expression",0.18752508753225,"3/80"
"GO:000962810","C12","response to abiotic stimulus",0.197491449957636,"4/80"
"GO:0007623","C12","circadian rhythm",0.19786996185283,"1/80"
"GO:00420263","C12","protein refolding",0.19786996185283,"1/80"
"GO:00439001","C12","regulation of multi-organism process",0.19786996185283,"1/80"
"GO:0048511","C12","rhythmic process",0.19786996185283,"1/80"
"GO:00069529","C12","defense response",0.198556002665207,"5/80"
