"","TF","Description","pvalue","ratio"
"GO:00325021","Solyc05g042030.3","developmental process",0.44866239774859,"2/37"
"GO:0034470","Solyc05g042030.3","ncRNA processing",0.45411648492943,"1/37"
"GO:00070171","Solyc05g042030.3","microtubule-based process",0.466948031402444,"1/37"
"GO:0042254","Solyc05g042030.3","ribosome biogenesis",0.471159631410582,"1/37"
"GO:0051276","Solyc05g042030.3","chromosome organization",0.479485924303662,"1/37"
"GO:00091501","Solyc05g042030.3","purine ribonucleotide metabolic process",0.483601099688441,"1/37"
"GO:00061631","Solyc05g042030.3","purine nucleotide metabolic process",0.487684613112576,"1/37"
"GO:00322591","Solyc05g042030.3","methylation",0.487684613112576,"1/37"
"GO:00090561","Solyc05g042030.3","catabolic process",0.49099066587163,"4/37"
"GO:00091651","Solyc05g042030.3","nucleotide biosynthetic process",0.507635481933969,"1/37"
"GO:00092591","Solyc05g042030.3","ribonucleotide metabolic process",0.507635481933969,"1/37"
"GO:00163102","Solyc05g042030.3","phosphorylation",0.507635481933969,"1/37"
"GO:00196371","Solyc05g042030.3","organophosphate metabolic process",0.50809660463268,"2/37"
"GO:19012931","Solyc05g042030.3","nucleoside phosphate biosynthetic process",0.511533938421973,"1/37"
"GO:0007049","Solyc05g042030.3","cell cycle",0.515402355433614,"1/37"
"GO:00069791","Solyc05g042030.3","response to oxidative stress",0.523049969737311,"1/37"
"GO:00097331","Solyc05g042030.3","response to auxin",0.534301669280034,"1/37"
"GO:00160521","Solyc05g042030.3","carbohydrate catabolic process",0.537994519309318,"1/37"
"GO:00097551","Solyc05g042030.3","hormone-mediated signaling pathway",0.541658871460562,"1/37"
"GO:00328701","Solyc05g042030.3","cellular response to hormone stimulus",0.541658871460562,"1/37"
"GO:00714951","Solyc05g042030.3","cellular response to endogenous stimulus",0.541658871460562,"1/37"
"GO:00422211","Solyc05g042030.3","response to chemical",0.544678798060574,"2/37"
"GO:00196931","Solyc05g042030.3","ribose phosphate metabolic process",0.545294939590056,"1/37"
"GO:00096051","Solyc05g042030.3","response to external stimulus",0.55248307142338,"1/37"
"GO:00517041","Solyc05g042030.3","multi-organism process",0.556035555087258,"1/37"
"GO:0022613","Solyc05g042030.3","ribonucleoprotein complex biogenesis",0.569973103123991,"1/37"
"GO:0009057","Solyc05g042030.3","macromolecule catabolic process",0.572626407624363,"2/37"
"GO:0034660","Solyc05g042030.3","ncRNA metabolic process",0.576781294872704,"1/37"
"GO:00436031","Solyc05g042030.3","cellular amide metabolic process",0.58131466281682,"3/37"
"GO:0048519","Solyc05g042030.3","negative regulation of biological process",0.612392552388486,"1/37"
"GO:00440851","Solyc05g042030.3","cellular component biogenesis",0.622818579344999,"2/37"
"GO:00067531","Solyc05g042030.3","nucleoside phosphate metabolic process",0.645081633692724,"1/37"
"GO:00091171","Solyc05g042030.3","nucleotide metabolic process",0.645081633692724,"1/37"
"GO:00071652","Solyc05g042030.3","signal transduction",0.649208708122866,"2/37"
"GO:00230522","Solyc05g042030.3","signaling",0.653142197804268,"2/37"
"GO:00096281","Solyc05g042030.3","response to abiotic stimulus",0.66176470052644,"1/37"
"GO:00485181","Solyc05g042030.3","positive regulation of biological process",0.664469997993046,"1/37"
"GO:00064642","Solyc05g042030.3","cellular protein modification process",0.664741354545427,"2/37"
"GO:00362112","Solyc05g042030.3","protein modification process",0.664741354545427,"2/37"
"GO:0016192","Solyc05g042030.3","vesicle-mediated transport",0.667154238009102,"1/37"
"GO:0033554","Solyc05g042030.3","cellular response to stress",0.672460182069904,"1/37"
"GO:00425921","Solyc05g042030.3","homeostatic process",0.695335843989677,"1/37"
"GO:00071542","Solyc05g042030.3","cell communication",0.713258106424125,"2/37"
"GO:00097191","Solyc05g042030.3","response to endogenous stimulus",0.718931179481006,"1/37"
"GO:00097251","Solyc05g042030.3","response to hormone",0.718931179481006,"1/37"
"GO:00434122","Solyc05g042030.3","macromolecule modification",0.73611021499764,"2/37"
"GO:00069521","Solyc05g042030.3","defense response",0.770408507902353,"1/37"
"GO:00063961","Solyc05g042030.3","RNA processing",0.791736457302935,"1/37"
"GO:00517162","Solyc05g042030.3","cellular response to stimulus",0.858234190367341,"2/37"
"GO:0006996","Solyc05g042030.3","organelle organization",0.88072716486467,"1/37"
"GO:00069501","Solyc05g042030.3","response to stress",0.881432416206743,"2/37"
"GO:00091121","Solyc06g068570.4","nucleobase metabolic process",0.0100428125349239,"1/4"
"GO:00430942","Solyc06g068570.4","cellular metabolic compound salvage",0.0117092315109809,"1/4"
"GO:0006417","Solyc06g068570.4","regulation of translation",0.0150357570505522,"1/4"
"GO:0034248","Solyc06g068570.4","regulation of cellular amide metabolic process",0.0150357570505522,"1/4"
"GO:0010608","Solyc06g068570.4","posttranscriptional regulation of gene expression",0.022489731289834,"1/4"
"GO:00091162","Solyc06g068570.4","nucleoside metabolic process",0.0266125021115566,"1/4"
"GO:19016572","Solyc06g068570.4","glycosyl compound metabolic process",0.0282579534962709,"1/4"
"GO:0010558","Solyc06g068570.4","negative regulation of macromolecule biosynthetic process",0.0290798964410826,"1/4"
"GO:2000113","Solyc06g068570.4","negative regulation of cellular macromolecule biosynthetic process",0.0290798964410826,"1/4"
"GO:0009890","Solyc06g068570.4","negative regulation of biosynthetic process",0.0307222179391646,"1/4"
"GO:0031327","Solyc06g068570.4","negative regulation of cellular biosynthetic process",0.0307222179391646,"1/4"
"GO:0051172","Solyc06g068570.4","negative regulation of nitrogen compound metabolic process",0.0323624550527126,"1/4"
"GO:00461481","Solyc06g068570.4","pigment biosynthetic process",0.0331817925166813,"1/4"
"GO:0031324","Solyc06g068570.4","negative regulation of cellular metabolic process",0.0340006095460981,"1/4"
"GO:00424401","Solyc06g068570.4","pigment metabolic process",0.0380868958882963,"1/4"
"GO:00517163","Solyc06g068570.4","cellular response to stimulus",0.0427705607428429,"2/4"
"GO:0032268","Solyc06g068570.4","regulation of cellular protein metabolic process",0.0494595434320856,"1/4"
"GO:0051246","Solyc06g068570.4","regulation of protein metabolic process",0.0526902676838519,"1/4"
"GO:00725223","Solyc06g068570.4","purine-containing compound biosynthetic process",0.0559127494206636,"1/4"
"GO:00485231","Solyc06g068570.4","negative regulation of cellular process",0.0591270026738224,"1/4"
"GO:0010629","Solyc06g068570.4","negative regulation of gene expression",0.0631332692915969,"1/4"
"GO:0010605","Solyc06g068570.4","negative regulation of macromolecule metabolic process",0.0655308797946218,"1/4"
"GO:0009892","Solyc06g068570.4","negative regulation of metabolic process",0.0679238854133168,"1/4"
"GO:00725213","Solyc06g068570.4","purine-containing compound metabolic process",0.0782405082828663,"1/4"
"GO:00485191","Solyc06g068570.4","negative regulation of biological process",0.0970613110646933,"1/4"
"GO:00335541","Solyc06g068570.4","cellular response to stress",0.113291767360603,"1/4"
"GO:00550863","Solyc06g068570.4","nucleobase-containing small molecule metabolic process",0.12854496778465,"1/4"
"GO:19011353","Solyc06g068570.4","carbohydrate derivative metabolic process",0.193334098034712,"1/4"
"GO:00071653","Solyc06g068570.4","signal transduction",0.215273277141631,"1/4"
"GO:00230523","Solyc06g068570.4","signaling",0.216673168458659,"1/4"
"GO:0006412","Solyc06g068570.4","translation",0.239502089905582,"1/4"
"GO:00071543","Solyc06g068570.4","cell communication",0.239502089905582,"1/4"
"GO:0043043","Solyc06g068570.4","peptide biosynthetic process",0.240185990903868,"1/4"
"GO:0006518","Solyc06g068570.4","peptide metabolic process",0.253767399365882,"1/4"
"GO:0043604","Solyc06g068570.4","amide biosynthetic process",0.257806082974445,"1/4"
"GO:00436032","Solyc06g068570.4","cellular amide metabolic process",0.284966724937497,"1/4"
"GO:00069502","Solyc06g068570.4","response to stress",0.330851296417563,"1/4"
"GO:00105562","Solyc06g068570.4","regulation of macromolecule biosynthetic process",0.33271392228542,"1/4"
"GO:20001122","Solyc06g068570.4","regulation of cellular macromolecule biosynthetic process",0.33271392228542,"1/4"
"GO:00098892","Solyc06g068570.4","regulation of biosynthetic process",0.335809654125176,"1/4"
"GO:00313262","Solyc06g068570.4","regulation of cellular biosynthetic process",0.335809654125176,"1/4"
"GO:00163103","Solyc07g026680.2","phosphorylation",0.00340275800975328,"2/5"
"GO:19011372","Solyc07g026680.2","carbohydrate derivative biosynthetic process",0.0107455798177841,"2/5"
"GO:00028312","Solyc07g026680.2","regulation of response to biotic stimulus",0.012539027338366,"1/5"
"GO:00321012","Solyc07g026680.2","regulation of response to external stimulus",0.012539027338366,"1/5"
"GO:00439002","Solyc07g026680.2","regulation of multi-organism process",0.0135782411593106,"1/5"
"GO:00097532","Solyc07g026680.2","response to jasmonic acid",0.0156540439717439,"1/5"
"GO:00467771","Solyc07g026680.2","protein autophosphorylation",0.0156540439717439,"1/5"
"GO:00466772","Solyc07g026680.2","response to antibiotic",0.0177263506959277,"1/5"
"GO:00060962","Solyc07g026680.2","glycolytic process",0.0187611944056876,"1/5"
"GO:00061652","Solyc07g026680.2","nucleoside diphosphate phosphorylation",0.0187611944056876,"1/5"
"GO:00067572","Solyc07g026680.2","ATP generation from ADP",0.0187611944056876,"1/5"
"GO:00091322","Solyc07g026680.2","nucleoside diphosphate metabolic process",0.0187611944056876,"1/5"
"GO:00091352","Solyc07g026680.2","purine nucleoside diphosphate metabolic process",0.0187611944056876,"1/5"
"GO:00091792","Solyc07g026680.2","purine ribonucleoside diphosphate metabolic process",0.0187611944056876,"1/5"
"GO:00091852","Solyc07g026680.2","ribonucleoside diphosphate metabolic process",0.0187611944056876,"1/5"
"GO:00428662","Solyc07g026680.2","pyruvate biosynthetic process",0.0187611944056876,"1/5"
"GO:00460312","Solyc07g026680.2","ADP metabolic process",0.0187611944056876,"1/5"
"GO:00469392","Solyc07g026680.2","nucleotide phosphorylation",0.0187611944056876,"1/5"
"GO:00140702","Solyc07g026680.2","response to organic cyclic compound",0.0208282652800296,"1/5"
"GO:00313472","Solyc07g026680.2","regulation of defense response",0.0228918511040687,"1/5"
"GO:00424932","Solyc07g026680.2","response to drug",0.0228918511040687,"1/5"
"GO:19011354","Solyc07g026680.2","carbohydrate derivative metabolic process",0.0245088745933534,"2/5"
"GO:00193592","Solyc07g026680.2","nicotinamide nucleotide biosynthetic process",0.02495195628647,"1/5"
"GO:00193632","Solyc07g026680.2","pyridine nucleotide biosynthetic process",0.02495195628647,"1/5"
"GO:00091662","Solyc07g026680.2","nucleotide catabolic process",0.0259807050137478,"1/5"
"GO:19012922","Solyc07g026680.2","nucleoside phosphate catabolic process",0.0259807050137478,"1/5"
"GO:00725252","Solyc07g026680.2","pyridine-containing compound biosynthetic process",0.0300870203336154,"1/5"
"GO:00060902","Solyc07g026680.2","pyruvate metabolic process",0.0311114320147164,"1/5"
"GO:0055082","Solyc07g026680.2","cellular chemical homeostasis",0.0311114320147164,"1/5"
"GO:00801342","Solyc07g026680.2","regulation of response to stress",0.0311114320147164,"1/5"
"GO:00064643","Solyc07g026680.2","cellular protein modification process",0.0322573974655016,"2/5"
"GO:00362113","Solyc07g026680.2","protein modification process",0.0322573974655016,"2/5"
"GO:00067963","Solyc07g026680.2","phosphate-containing compound metabolic process",0.0331038570957874,"2/5"
"GO:00464342","Solyc07g026680.2","organophosphate catabolic process",0.0331576586428507,"1/5"
"GO:00067933","Solyc07g026680.2","phosphorus metabolic process",0.033959711288014,"2/5"
"GO:00193622","Solyc07g026680.2","pyridine nucleotide metabolic process",0.0382581031957839,"1/5"
"GO:00464962","Solyc07g026680.2","nicotinamide nucleotide metabolic process",0.0382581031957839,"1/5"
"GO:00067542","Solyc07g026680.2","ATP biosynthetic process",0.039275604144582,"1/5"
"GO:00434123","Solyc07g026680.2","macromolecule modification",0.0413713761365965,"2/5"
"GO:00091452","Solyc07g026680.2","purine nucleoside triphosphate biosynthetic process",0.042322940920044,"1/5"
"GO:00092062","Solyc07g026680.2","purine ribonucleoside triphosphate biosynthetic process",0.042322940920044,"1/5"
"GO:00344042","Solyc07g026680.2","nucleobase-containing small molecule biosynthetic process",0.0433369996441862,"1/5"
"GO:00725242","Solyc07g026680.2","pyridine-containing compound metabolic process",0.0433369996441862,"1/5"
"GO:00067332","Solyc07g026680.2","oxidoreduction coenzyme metabolic process",0.0453625400692608,"1/5"
"GO:00091272","Solyc07g026680.2","purine nucleoside monophosphate biosynthetic process",0.046374022862152,"1/5"
"GO:00091682","Solyc07g026680.2","purine ribonucleoside monophosphate biosynthetic process",0.046374022862152,"1/5"
"GO:00092012","Solyc07g026680.2","ribonucleoside triphosphate biosynthetic process",0.046374022862152,"1/5"
"GO:00091422","Solyc07g026680.2","nucleoside triphosphate biosynthetic process",0.0473846481028661,"1/5"
"GO:00091562","Solyc07g026680.2","ribonucleoside monophosphate biosynthetic process",0.0514185844485023,"1/5"
"GO:00460342","Solyc07g026680.2","ATP metabolic process",0.0514185844485023,"1/5"
"GO:00091242","Solyc07g026680.2","nucleoside monophosphate biosynthetic process",0.0544350591114529,"1/5"
"GO:00346552","Solyc07g026680.2","nucleobase-containing compound catabolic process",0.0544350591114529,"1/5"
"GO:00488782","Solyc07g026680.2","chemical homeostasis",0.0544350591114529,"1/5"
"GO:00091442","Solyc07g026680.2","purine nucleoside triphosphate metabolic process",0.0554388435497638,"1/5"
"GO:00092052","Solyc07g026680.2","purine ribonucleoside triphosphate metabolic process",0.0554388435497638,"1/5"
"GO:00064681","Solyc07g026680.2","protein phosphorylation",0.0574438550140339,"1/5"
"GO:00091262","Solyc07g026680.2","purine nucleoside monophosphate metabolic process",0.0584450831264046,"1/5"
"GO:00091672","Solyc07g026680.2","purine ribonucleoside monophosphate metabolic process",0.0584450831264046,"1/5"
"GO:00432072","Solyc07g026680.2","response to external biotic stimulus",0.0584450831264046,"1/5"
"GO:00517072","Solyc07g026680.2","response to other organism",0.0584450831264046,"1/5"
"GO:00985422","Solyc07g026680.2","defense response to other organism",0.0584450831264046,"1/5"
"GO:00064862","Solyc07g026680.2","protein glycosylation",0.0594454602161557,"1/5"
"GO:00091012","Solyc07g026680.2","glycoprotein biosynthetic process",0.0594454602161557,"1/5"
"GO:00091992","Solyc07g026680.2","ribonucleoside triphosphate metabolic process",0.0594454602161557,"1/5"
"GO:00434132","Solyc07g026680.2","macromolecule glycosylation",0.0594454602161557,"1/5"
"GO:00091002","Solyc07g026680.2","glycoprotein metabolic process",0.0614436634980816,"1/5"
"GO:00091522","Solyc07g026680.2","purine ribonucleotide biosynthetic process",0.0614436634980816,"1/5"
"GO:00061642","Solyc07g026680.2","purine nucleotide biosynthetic process",0.0624414907748219,"1/5"
"GO:00091612","Solyc07g026680.2","ribonucleoside monophosphate metabolic process",0.0634384691980728,"1/5"
"GO:00467002","Solyc07g026680.2","heterocycle catabolic process",0.0644345993095403,"1/5"
"GO:00700852","Solyc07g026680.2","glycosylation",0.0644345993095403,"1/5"
"GO:00091232","Solyc07g026680.2","nucleoside monophosphate metabolic process",0.0664243167627981,"1/5"
"GO:00091412","Solyc07g026680.2","nucleoside triphosphate metabolic process",0.0664243167627981,"1/5"
"GO:00442702","Solyc07g026680.2","cellular nitrogen compound catabolic process",0.0664243167627981,"1/5"
"GO:00092602","Solyc07g026680.2","ribonucleotide biosynthetic process",0.067417905186848,"1/5"
"GO:00463902","Solyc07g026680.2","ribose phosphate biosynthetic process",0.067417905186848,"1/5"
"GO:00485832","Solyc07g026680.2","regulation of response to stimulus",0.067417905186848,"1/5"
"GO:00725224","Solyc07g026680.2","purine-containing compound biosynthetic process",0.0694025441337114,"1/5"
"GO:00091082","Solyc07g026680.2","coenzyme biosynthetic process",0.0713838028148023,"1/5"
"GO:00096072","Solyc07g026680.2","response to biotic stimulus",0.0743493622867316,"1/5"
"GO:00194392","Solyc07g026680.2","aromatic compound catabolic process",0.0743493622867316,"1/5"
"GO:00011012","Solyc07g026680.2","response to acid chemical",0.075336196655296,"1/5"
"GO:19013612","Solyc07g026680.2","organic cyclic compound catabolic process",0.0773073404433103,"1/5"
"GO:00091502","Solyc07g026680.2","purine ribonucleotide metabolic process",0.0851583285426232,"1/5"
"GO:00061632","Solyc07g026680.2","purine nucleotide metabolic process",0.0861359323804701,"1/5"
"GO:00091652","Solyc07g026680.2","nucleotide biosynthetic process",0.0910114235490403,"1/5"
"GO:00092592","Solyc07g026680.2","ribonucleotide metabolic process",0.0910114235490403,"1/5"
"GO:19012932","Solyc07g026680.2","nucleoside phosphate biosynthetic process",0.0919840199287224,"1/5"
"GO:00723302","Solyc07g026680.2","monocarboxylic acid biosynthetic process",0.0968345219842414,"1/5"
"GO:00725214","Solyc07g026680.2","purine-containing compound metabolic process",0.0968345219842414,"1/5"
"GO:00160522","Solyc07g026680.2","carbohydrate catabolic process",0.0987689088533068,"1/5"
"GO:00511882","Solyc07g026680.2","cofactor biosynthetic process",0.0987689088533068,"1/5"
"GO:00196932","Solyc07g026680.2","ribose phosphate metabolic process",0.100699979868129,"1/5"
"GO:00067322","Solyc07g026680.2","coenzyme metabolic process",0.102627739293472,"1/5"
"GO:00096052","Solyc07g026680.2","response to external stimulus",0.102627739293472,"1/5"
"GO:00517042","Solyc07g026680.2","multi-organism process",0.103590378491827,"1/5"
"GO:19017002","Solyc07g026680.2","response to oxygen-containing compound",0.105513178521381,"1/5"
"GO:00060912","Solyc07g026680.2","generation of precursor metabolites and energy",0.119829254471341,"1/5"
"GO:00197251","Solyc07g026680.2","cellular homeostasis",0.122670345795853,"1/5"
"GO:00067532","Solyc07g026680.2","nucleoside phosphate metabolic process",0.130210737102819,"1/5"
"GO:00091172","Solyc07g026680.2","nucleotide metabolic process",0.130210737102819,"1/5"
"GO:00327873","Solyc07g026680.2","monocarboxylic acid metabolic process",0.132087709523209,"1/5"
"GO:00904072","Solyc07g026680.2","organophosphate biosynthetic process",0.138631611789886,"1/5"
"GO:00425922","Solyc07g026680.2","homeostatic process",0.147911512965591,"1/5"
"GO:00097192","Solyc07g026680.2","response to endogenous stimulus",0.157111260078324,"1/5"
"GO:00097252","Solyc07g026680.2","response to hormone",0.157111260078324,"1/5"
"GO:00550864","Solyc07g026680.2","nucleobase-containing small molecule metabolic process",0.158026846369788,"1/5"
"GO:00100332","Solyc07g026680.2","response to organic substance",0.168951956463949,"1/5"
"GO:00069522","Solyc07g026680.2","defense response",0.179763363182432,"1/5"
"GO:00160532","Solyc07g026680.2","organic acid biosynthetic process",0.193119081390587,"1/5"
"GO:00463942","Solyc07g026680.2","carboxylic acid biosynthetic process",0.193119081390587,"1/5"
"GO:00196372","Solyc07g026680.2","organophosphate metabolic process",0.208044650411233,"1/5"
"GO:00511862","Solyc07g026680.2","cofactor metabolic process",0.211524238286679,"1/5"
"GO:00422212","Solyc07g026680.2","response to chemical",0.221030083042074,"1/5"
"GO:00650083","Solyc07g026680.2","regulation of biological quality",0.233844620020492,"1/5"
"GO:00442832","Solyc07g026680.2","small molecule biosynthetic process",0.254827005073976,"1/5"
"GO:00171443","Solyc07g026680.2","drug metabolic process",0.271279724927768,"1/5"
"GO:00197523","Solyc07g026680.2","carboxylic acid metabolic process",0.335726010186601,"1/5"
"GO:00434363","Solyc07g026680.2","oxoacid metabolic process",0.339502859947278,"1/5"
"GO:00060823","Solyc07g026680.2","organic acid metabolic process",0.343262510970724,"1/5"
"GO:19015752","Solyc07g026680.2","organic substance catabolic process",0.344761568910672,"1/5"
"GO:00442482","Solyc07g026680.2","cellular catabolic process",0.353698536594736,"1/5"
"GO:00063552","Solyc07g026680.2","regulation of transcription, DNA-templated",0.378491601584575,"1/5"
"GO:19035062","Solyc07g026680.2","regulation of nucleic acid-templated transcription",0.378491601584575,"1/5"
"GO:20011412","Solyc07g026680.2","regulation of RNA biosynthetic process",0.378491601584575,"1/5"
"GO:00512522","Solyc07g026680.2","regulation of RNA metabolic process",0.383500278255593,"1/5"
"GO:00059752","Solyc07g026680.2","carbohydrate metabolic process",0.391305768749821,"1/5"
"GO:00192192","Solyc07g026680.2","regulation of nucleobase-containing compound metabolic process",0.393420757310482,"1/5"
"GO:00069503","Solyc07g026680.2","response to stress",0.394827480517165,"1/5"
"GO:00105563","Solyc07g026680.2","regulation of macromolecule biosynthetic process",0.396932670676527,"1/5"
"GO:20001123","Solyc07g026680.2","regulation of cellular macromolecule biosynthetic process",0.396932670676527,"1/5"
"GO:00090562","Solyc07g026680.2","catabolic process",0.400428298827854,"1/5"
"GO:00098893","Solyc07g026680.2","regulation of biosynthetic process",0.400428298827854,"1/5"
"GO:00313263","Solyc07g026680.2","regulation of cellular biosynthetic process",0.400428298827854,"1/5"
"GO:00551142","Solyc12g008800.3","oxidation-reduction process",0.00324476873137671,"2/4"
"GO:0042168","Solyc12g008800.3","heme metabolic process",0.00920881321945199,"1/4"
"GO:00064171","Solyc12g008800.3","regulation of translation",0.0150357570505522,"1/4"
"GO:00342481","Solyc12g008800.3","regulation of cellular amide metabolic process",0.0150357570505522,"1/4"
"GO:0006779","Solyc12g008800.3","porphyrin-containing compound biosynthetic process",0.0191820964784357,"1/4"
"GO:00106081","Solyc12g008800.3","posttranscriptional regulation of gene expression",0.022489731289834,"1/4"
"GO:0033014","Solyc12g008800.3","tetrapyrrole biosynthetic process",0.022489731289834,"1/4"
"GO:0006778","Solyc12g008800.3","porphyrin-containing compound metabolic process",0.0241404079847096,"1/4"
"GO:0033013","Solyc12g008800.3","tetrapyrrole metabolic process",0.0274354887933477,"1/4"
"GO:00105581","Solyc12g008800.3","negative regulation of macromolecule biosynthetic process",0.0290798964410826,"1/4"
"GO:20001131","Solyc12g008800.3","negative regulation of cellular macromolecule biosynthetic process",0.0290798964410826,"1/4"
"GO:00098901","Solyc12g008800.3","negative regulation of biosynthetic process",0.0307222179391646,"1/4"
"GO:00313271","Solyc12g008800.3","negative regulation of cellular biosynthetic process",0.0307222179391646,"1/4"
"GO:00511721","Solyc12g008800.3","negative regulation of nitrogen compound metabolic process",0.0323624550527126,"1/4"
"GO:00461482","Solyc12g008800.3","pigment biosynthetic process",0.0331817925166813,"1/4"
"GO:00313241","Solyc12g008800.3","negative regulation of cellular metabolic process",0.0340006095460981,"1/4"
"GO:00424402","Solyc12g008800.3","pigment metabolic process",0.0380868958882963,"1/4"
"GO:00322681","Solyc12g008800.3","regulation of cellular protein metabolic process",0.0494595434320856,"1/4"
"GO:00512461","Solyc12g008800.3","regulation of protein metabolic process",0.0526902676838519,"1/4"
"GO:00485232","Solyc12g008800.3","negative regulation of cellular process",0.0591270026738224,"1/4"
"GO:00106291","Solyc12g008800.3","negative regulation of gene expression",0.0631332692915969,"1/4"
"GO:00106051","Solyc12g008800.3","negative regulation of macromolecule metabolic process",0.0655308797946218,"1/4"
"GO:00098921","Solyc12g008800.3","negative regulation of metabolic process",0.0679238854133168,"1/4"
"GO:00511883","Solyc12g008800.3","cofactor biosynthetic process",0.079820046606498,"1/4"
"GO:00485192","Solyc12g008800.3","negative regulation of biological process",0.0970613110646933,"1/4"
"GO:00346221","Solyc12g008800.3","cellular protein-containing complex assembly",0.100945748289559,"1/4"
"GO:00650031","Solyc12g008800.3","protein-containing complex assembly",0.1117555108117,"1/4"
"GO:00335542","Solyc12g008800.3","cellular response to stress",0.113291767360603,"1/4"
"GO:00439331","Solyc12g008800.3","protein-containing complex subunit organization",0.123228917322228,"1/4"
"GO:00226071","Solyc12g008800.3","cellular component assembly",0.142103815982661,"1/4"
"GO:00511863","Solyc12g008800.3","cofactor metabolic process",0.173125572941011,"1/4"
"GO:00440852","Solyc12g008800.3","cellular component biogenesis",0.206128193843181,"1/4"
"GO:00064121","Solyc12g008800.3","translation",0.239502089905582,"1/4"
"GO:00430431","Solyc12g008800.3","peptide biosynthetic process",0.240185990903868,"1/4"
"GO:00065181","Solyc12g008800.3","peptide metabolic process",0.253767399365882,"1/4"
"GO:00436041","Solyc12g008800.3","amide biosynthetic process",0.257806082974445,"1/4"
"GO:00436033","Solyc12g008800.3","cellular amide metabolic process",0.284966724937497,"1/4"
"GO:00517164","Solyc12g008800.3","cellular response to stimulus",0.3139116593544,"1/4"
"GO:00069504","Solyc12g008800.3","response to stress",0.330851296417563,"1/4"
"GO:00105564","Solyc12g008800.3","regulation of macromolecule biosynthetic process",0.33271392228542,"1/4"
"GO:20001124","Solyc12g008800.3","regulation of cellular macromolecule biosynthetic process",0.33271392228542,"1/4"
"GO:00098894","Solyc12g008800.3","regulation of biosynthetic process",0.335809654125176,"1/4"
"GO:00313264","Solyc12g008800.3","regulation of cellular biosynthetic process",0.335809654125176,"1/4"
"GO:00335543","Solyc08g006110.4","cellular response to stress",0.00127518394021825,"3/8"
"GO:00067212","Solyc08g006110.4","terpenoid metabolic process",0.00279092745434355,"2/8"
"GO:00067202","Solyc08g006110.4","isoprenoid metabolic process",0.00627642808920641,"2/8"
"GO:0016569","Solyc08g006110.4","covalent chromatin modification",0.0166854053605453,"1/8"
"GO:0016570","Solyc08g006110.4","histone modification",0.0166854053605453,"1/8"
"GO:00066292","Solyc08g006110.4","lipid metabolic process",0.0178692517959481,"3/8"
"GO:0009685","Solyc08g006110.4","gibberellin metabolic process",0.0183404688482617,"1/8"
"GO:0008300","Solyc08g006110.4","isoprenoid catabolic process",0.019993094321581,"1/8"
"GO:0016101","Solyc08g006110.4","diterpenoid metabolic process",0.019993094321581,"1/8"
"GO:0031668","Solyc08g006110.4","cellular response to extracellular stimulus",0.019993094321581,"1/8"
"GO:0071496","Solyc08g006110.4","cellular response to external stimulus",0.019993094321581,"1/8"
"GO:0009147","Solyc08g006110.4","pyrimidine nucleoside triphosphate metabolic process",0.0216432848594527,"1/8"
"GO:00099912","Solyc08g006110.4","response to extracellular stimulus",0.0216432848594527,"1/8"
"GO:19015753","Solyc08g006110.4","organic substance catabolic process",0.0217371550311621,"3/8"
"GO:00442483","Solyc08g006110.4","cellular catabolic process",0.0235993319412383,"3/8"
"GO:0016108","Solyc08g006110.4","tetraterpenoid metabolic process",0.0249363734284449,"1/8"
"GO:0016116","Solyc08g006110.4","carotenoid metabolic process",0.0249363734284449,"1/8"
"GO:0000209","Solyc08g006110.4","protein polyubiquitination",0.0265792776012699,"1/8"
"GO:0015994","Solyc08g006110.4","chlorophyll metabolic process",0.0265792776012699,"1/8"
"GO:0006259","Solyc08g006110.4","DNA metabolic process",0.0274855232541674,"2/8"
"GO:0044242","Solyc08g006110.4","cellular lipid catabolic process",0.0282197591220595,"1/8"
"GO:00517165","Solyc08g006110.4","cellular response to stimulus",0.0286454705454599,"3/8"
"GO:00064172","Solyc08g006110.4","regulation of translation",0.0298578210535861,"1/8"
"GO:00342482","Solyc08g006110.4","regulation of cellular amide metabolic process",0.0298578210535861,"1/8"
"GO:00069505","Solyc08g006110.4","response to stress",0.0336689125863867,"3/8"
"GO:00090563","Solyc08g006110.4","catabolic process",0.0352455778802038,"3/8"
"GO:0006220","Solyc08g006110.4","pyrimidine nucleotide metabolic process",0.0380119438434912,"1/8"
"GO:1901136","Solyc08g006110.4","carbohydrate derivative catabolic process",0.0396355523770884,"1/8"
"GO:19015652","Solyc08g006110.4","organonitrogen compound catabolic process",0.0411857944350988,"2/8"
"GO:00091663","Solyc08g006110.4","nucleotide catabolic process",0.0412567626706069,"1/8"
"GO:19012923","Solyc08g006110.4","nucleoside phosphate catabolic process",0.0412567626706069,"1/8"
"GO:00106082","Solyc08g006110.4","posttranscriptional regulation of gene expression",0.0444920006823138,"1/8"
"GO:00067781","Solyc08g006110.4","porphyrin-containing compound metabolic process",0.0477176821363875,"1/8"
"GO:0010498","Solyc08g006110.4","proteasomal protein catabolic process",0.0493269467208636,"1/8"
"GO:00161252","Solyc08g006110.4","sterol metabolic process",0.0493269467208636,"1/8"
"GO:0043161","Solyc08g006110.4","proteasome-mediated ubiquitin-dependent protein catabolic process",0.0493269467208636,"1/8"
"GO:0072527","Solyc08g006110.4","pyrimidine-containing compound metabolic process",0.0509338312394,"1/8"
